,order_details_id,order_id,pizza_id,quantity,date,time,week
41190,8391,3677,big_meat_s,1,2016-03-03 18:29:01,18:36:32,9
41188,8393,3677,pepperoni_l,1,2016-03-03 18:29:01,18:36:32,9
41189,8392,3677,pepperoni_l,1,2016-03-03 18:29:01,18:36:32,9
30136,8395,3678,pepperoni_l,1,2016-03-03 00:00:00,18:41 PM,9
30137,8396,3678,pepperoni_l,1,2016-03-03 00:00:00,18:41 PM,9
25296,8397,3679,veggie_veg_l,1,2016-03-03 18:45:59,00H 00M 00S,9
28023,8398,3680,bbq_ckn_s,1,2016-03-03 18:45:59,19:10:38,9
40412,8399,3681,hawaiian_m,1,2016-03-03 00:00:00,19:11 PM,9
29066,8401,3682,mexicana_l,1,2016-03-03 00:00:00,19H 46M 03S,9
29067,8400,3682,cali_ckn_m,1,2016-03-03 00:00:00,19H 46M 03S,9
28753,8405,3683,southw_ckn_l,1,2016-03-03 00:00:00,19H 56M 12S,9
28751,8404,3683,peppr_salami_l,1,2016-03-03 00:00:00,19H 56M 12S,9
28750,8402,3683,classic_dlx_m,1,2016-03-03 00:00:00,19H 56M 12S,9
28752,8403,3683,five_cheese_l,1,2016-03-03 00:00:00,19H 56M 12S,9
48184,8406,3684,brie_carre_s,1,2016-03-03 19:59:11,00:00:00,9
22034,8408,3685,mediterraneo_l,1,2016-03-03 00:00:00,20:05 PM,9
22033,8407,3685,ital_cpcllo_s,1,2016-03-03 00:00:00,20:05 PM,9
22035,8409,3685,pep_msh_pep_s,1,2016-03-03 00:00:00,20:05 PM,9
46770,8410,3686,prsc_argla_l,1,2016-03-03 00:00:00,20:20 PM,9
45745,8411,3687,sicilian_l,1,2016-03-03 00:00:00,20H 25M 37S,9
40769,8412,3688,bbq_ckn_m,1,2016-03-03 00:00:00,20:46 PM,9
40768,8413,3688,pep_msh_pep_s,1,2016-03-03 00:00:00,20:46 PM,9
20186,8414,3689,ckn_alfredo_m,1,2016-03-03 00:00:00,21:41 PM,9
20187,8416,3689,spicy_ital_m,1,2016-03-03 00:00:00,21:41 PM,9
20185,8415,3689,five_cheese_l,2,2016-03-03 00:00:00,21:41 PM,9
23143,8417,3690,five_cheese_l,1,2016-03-03 00:00:00,21:58 PM,9
23142,8418,3690,soppressata_m,1,2016-03-03 00:00:00,21:58 PM,9
25906,8419,3691,bbq_ckn_l,1,2016-03-03 00:00:00,00H 00M 00S,9
25907,8421,3691,prsc_argla_s,1,2016-03-03 00:00:00,00H 00M 00S,9
25908,8422,3691,sicilian_l,1,2016-03-03 00:00:00,00H 00M 00S,9
25909,8420,3691,mexicana_l,1,2016-03-03 00:00:00,00H 00M 00S,9
16568,8424,3692,classic_dlx_s,1,2016-03-04 00:00:00,00H 00M 00S,9
16567,8427,3692,pep_msh_pep_s,1,2016-03-04 00:00:00,00H 00M 00S,9
16566,8426,3692,ital_supr_m,1,2016-03-04 00:00:00,00H 00M 00S,9
16565,8425,3692,hawaiian_m,1,2016-03-04 00:00:00,00H 00M 00S,9
16563,8429,3692,hawaiian_m,1,2016-03-04 00:00:00,00H 00M 00S,9
16564,8428,3692,hawaiian_m,1,2016-03-04 00:00:00,00H 00M 00S,9
16562,8423,3692,ckn_alfredo_l,1,2016-03-04 00:00:00,00H 00M 00S,9
48523,8430,3693,classic_dlx_l,1,2016-03-04 00:00:00,11:34 AM,9
1698,8431,3694,calabrese_m,1,2016-04-03 11:38:17,00:00:00,13
45129,8432,3695,ital_cpcllo_l,1,2016-03-04 00:00:00,12H 02M 42S,9
48159,8433,3696,hawaiian_s,1,2016-03-04 00:00:00,12H 02M 42S,9
1253,8435,3697,ital_veggie_m,1,2016-03-04 00:00:00,12H 19M 37S,9
1252,8434,3697,green_garden_m,1,2016-03-04 00:00:00,12H 19M 37S,9
1254,8436,3697,napolitana_m,1,2016-03-04 00:00:00,12H 19M 37S,9
45408,8438,3698,mediterraneo_l,1,2016-03-04 00:00:00,12:28:30,9
45409,8437,3698,ital_cpcllo_m,1,2016-03-04 00:00:00,12:28:30,9
33312,8439,3699,big_meat_s,1,2016-03-04 00:00:00,12H 29M 54S,9
33313,8440,3699,southw_ckn_l,1,2016-03-04 00:00:00,12H 29M 54S,9
33314,8441,3699,southw_ckn_m,1,2016-03-04 00:00:00,12H 29M 54S,9
30004,8443,3700,pepperoni_m,1,2016-04-03 12:32:19,00:00 AM,13
30003,8442,3700,calabrese_m,1,2016-04-03 12:32:19,00:00 AM,13
43960,8444,3701,four_cheese_l,1,2016-03-04 00:00:00,12H 51M 21S,9
19452,8450,3702,peppr_salami_l,1,2016-04-03 12:53:29,00:00 AM,13
19455,8451,3702,spinach_fet_s,1,2016-04-03 12:53:29,00:00 AM,13
19454,8445,3702,bbq_ckn_l,1,2016-04-03 12:53:29,00:00 AM,13
19456,8452,3702,the_greek_m,1,2016-04-03 12:53:29,00:00 AM,13
19457,8448,3702,the_greek_m,1,2016-04-03 12:53:29,00:00 AM,13
19453,8447,3702,the_greek_m,1,2016-04-03 12:53:29,00:00 AM,13
19450,8449,3702,ital_cpcllo_s,1,2016-04-03 12:53:29,00:00 AM,13
19451,8446,3702,classic_dlx_l,1,2016-04-03 12:53:29,00:00 AM,13
44987,8454,3703,brie_carre_s,1,2016-03-04 00:00:00,12:59 PM,9
44985,8455,3703,calabrese_m,1,2016-03-04 00:00:00,12:59 PM,9
44986,8453,3703,bbq_ckn_l,1,2016-03-04 00:00:00,12:59 PM,9
36564,8456,3704,hawaiian_s,1,2016-03-04 00:00:00,13H 06M 24S,9
29721,8460,3705,mexicana_m,1,2016-03-04 00:00:00,13:15 PM,9
29720,8458,3705,classic_dlx_s,1,2016-03-04 00:00:00,13:15 PM,9
29722,8457,3705,ckn_pesto_l,1,2016-03-04 00:00:00,13:15 PM,9
29724,8459,3705,ital_veggie_m,1,2016-03-04 00:00:00,13:15 PM,9
29723,8461,3705,prsc_argla_m,1,2016-03-04 00:00:00,13:15 PM,9
45191,8462,3706,napolitana_l,1,2016-03-04 00:00:00,13H 17M 31S,9
28149,8463,3707,hawaiian_l,1,2016-03-04 00:00:00,13H 20M 21S,9
37462,8464,3708,peppr_salami_s,1,2016-03-04 00:00:00,13:23 PM,9
29268,8466,3709,southw_ckn_l,1,2016-03-04 00:00:00,13:26 PM,9
29269,8465,3709,sicilian_l,2,2016-03-04 00:00:00,13:26 PM,9
3324,8476,3710,thai_ckn_l,1,2016-04-03 13:48:40,00:00:00,13
3323,8475,3710,southw_ckn_m,1,2016-04-03 13:48:40,00:00:00,13
3325,8467,3710,bbq_ckn_l,1,2016-04-03 13:48:40,00:00:00,13
3322,8468,3710,bbq_ckn_l,1,2016-04-03 13:48:40,00:00:00,13
3326,8473,3710,prsc_argla_s,1,2016-04-03 13:48:40,00:00:00,13
3327,8471,3710,pep_msh_pep_m,2,2016-04-03 13:48:40,00:00:00,13
3328,8472,3710,peppr_salami_l,1,2016-04-03 13:48:40,00:00:00,13
3319,8470,3710,ital_veggie_s,1,2016-04-03 13:48:40,00:00:00,13
3320,8469,3710,cali_ckn_m,1,2016-04-03 13:48:40,00:00:00,13
3321,8474,3710,cali_ckn_m,1,2016-04-03 13:48:40,00:00:00,13
47814,8477,3711,southw_ckn_s,1,2016-03-04 00:00:00,13:51:43,9
4558,8478,3712,southw_ckn_s,1,2016-04-03 14:15:54,00H 00M 00S,13
41253,8480,3713,cali_ckn_l,1,2016-04-03 14:45:20,00H 00M 00S,13
41254,8479,3713,bbq_ckn_m,1,2016-04-03 14:45:20,00H 00M 00S,13
41255,8482,3713,mexicana_m,1,2016-04-03 14:45:20,00H 00M 00S,13
41256,8481,3713,hawaiian_s,1,2016-04-03 14:45:20,00H 00M 00S,13
44112,8483,3714,hawaiian_l,1,2016-04-03 14:47:48,00:00:00,13
39379,8486,3715,veggie_veg_m,1,2016-04-03 14:51:20,00:00:00,13
39378,8485,3715,ital_supr_l,1,2016-04-03 14:51:20,00:00:00,13
39380,8484,3715,ital_supr_l,1,2016-04-03 14:51:20,00:00:00,13
39672,8487,3716,hawaiian_s,1,2016-03-04 00:00:00,14H 57M 58S,9
39671,8488,3716,napolitana_s,1,2016-03-04 00:00:00,14H 57M 58S,9
29130,8489,3717,cali_ckn_s,1,2016-03-04 00:00:00,15:38 PM,9
29129,8490,3717,ital_supr_m,1,2016-03-04 00:00:00,15:38 PM,9
44822,8491,3718,spinach_fet_m,1,2016-03-04 00:00:00,15H 57M 13S,9
41502,8492,3719,ital_cpcllo_m,1,2016-03-04 00:00:00,16H 09M 26S,9
44375,8493,3720,ckn_pesto_m,1,2016-03-04 00:00:00,16:10 PM,9
47901,8494,3721,classic_dlx_s,1,2016-03-04 00:00:00,16:15:28,9
44927,8495,3722,calabrese_m,1,2016-04-03 16:21:46,00:00 AM,13
46457,8496,3723,mediterraneo_s,1,2016-03-04 00:00:00,16:29:02,9
46458,8497,3723,thai_ckn_m,1,2016-03-04 00:00:00,16:29:02,9
11520,8500,3724,pepperoni_l,1,2016-03-04 00:00:00,16:38:05,9
11519,8501,3724,thai_ckn_s,1,2016-03-04 00:00:00,16:38:05,9
11521,8498,3724,classic_dlx_s,1,2016-03-04 00:00:00,16:38:05,9
11518,8499,3724,green_garden_m,1,2016-03-04 00:00:00,16:38:05,9
26633,8504,3725,the_greek_xl,1,2016-03-04 00:00:00,16:38:05,9
26634,8502,3725,cali_ckn_m,1,2016-03-04 00:00:00,16:38:05,9
26632,8503,3725,napolitana_m,1,2016-03-04 00:00:00,16:38:05,9
42551,8506,3726,prsc_argla_s,1,2016-03-04 00:00:00,17:11 PM,9
42552,8505,3726,big_meat_s,1,2016-03-04 00:00:00,17:11 PM,9
48200,8507,3727,ckn_alfredo_l,1,2016-03-04 00:00:00,17:16:34,9
39619,8511,3728,spinach_supr_l,1,2016-04-03 17:30:38,00H 00M 00S,13
39618,8508,3728,ckn_alfredo_l,1,2016-04-03 17:30:38,00H 00M 00S,13
39620,8509,3728,napolitana_m,1,2016-04-03 17:30:38,00H 00M 00S,13
39621,8510,3728,napolitana_m,1,2016-04-03 17:30:38,00H 00M 00S,13
13165,8516,3729,napolitana_s,1,2016-03-04 00:00:00,17:52 PM,9
13161,8513,3729,classic_dlx_l,1,2016-03-04 00:00:00,17:52 PM,9
13163,8514,3729,classic_dlx_s,1,2016-03-04 00:00:00,17:52 PM,9
13164,8512,3729,bbq_ckn_l,1,2016-03-04 00:00:00,17:52 PM,9
13162,8517,3729,thai_ckn_l,1,2016-03-04 00:00:00,17:52 PM,9
13160,8515,3729,five_cheese_l,1,2016-03-04 00:00:00,17:52 PM,9
7653,8518,3730,ckn_alfredo_m,1,2016-03-04 00:00:00,17:55:40,9
7652,8519,3730,ckn_alfredo_m,1,2016-03-04 00:00:00,17:55:40,9
32558,8520,3731,four_cheese_m,1,2016-03-04 00:00:00,18:06:40,9
46155,8522,3732,veggie_veg_m,1,2016-03-04 00:00:00,18:13:25,9
46156,8521,3732,spicy_ital_l,1,2016-03-04 00:00:00,18:13:25,9
136,8525,3733,napolitana_l,1,2016-03-04 00:00:00,18:19 PM,9
134,8523,3733,napolitana_l,1,2016-03-04 00:00:00,18:19 PM,9
137,8526,3733,veggie_veg_l,1,2016-03-04 00:00:00,18:19 PM,9
135,8524,3733,bbq_ckn_m,1,2016-03-04 00:00:00,18:19 PM,9
43950,8527,3734,big_meat_s,1,2016-03-04 00:00:00,18H 23M 25S,9
43952,8529,3734,pepperoni_s,1,2016-03-04 00:00:00,18H 23M 25S,9
43953,8528,3734,ital_supr_m,1,2016-03-04 00:00:00,18H 23M 25S,9
43951,8530,3734,prsc_argla_l,1,2016-03-04 00:00:00,18H 23M 25S,9
27367,8532,3735,southw_ckn_l,1,2016-03-04 00:00:00,18H 25M 22S,9
27368,8531,3735,pep_msh_pep_l,1,2016-03-04 00:00:00,18H 25M 22S,9
27369,8533,3735,thai_ckn_m,1,2016-03-04 00:00:00,18H 25M 22S,9
21765,8537,3736,spinach_fet_s,1,2016-03-04 00:00:00,18H 27M 05S,9
21767,8536,3736,mexicana_l,1,2016-03-04 00:00:00,18H 27M 05S,9
21766,8535,3736,cali_ckn_l,1,2016-03-04 00:00:00,18H 27M 05S,9
21768,8534,3736,big_meat_s,1,2016-03-04 00:00:00,18H 27M 05S,9
39322,8538,3737,cali_ckn_m,2,2016-03-04 00:00:00,00:00 AM,9
26305,8540,3738,thai_ckn_m,1,2016-03-04 00:00:00,18:36:42,9
26306,8539,3738,ital_cpcllo_s,1,2016-03-04 00:00:00,18:36:42,9
37592,8542,3739,mediterraneo_m,1,2016-03-04 00:00:00,18:59:47,9
37591,8541,3739,ital_cpcllo_m,1,2016-03-04 00:00:00,18:59:47,9
47639,8543,3740,sicilian_s,1,2016-03-04 00:00:00,19H 17M 24S,9
12255,8544,3741,four_cheese_m,1,2016-03-04 00:00:00,19:17:32,9
12254,8545,3741,peppr_salami_l,1,2016-03-04 00:00:00,19:17:32,9
44393,8546,3742,ital_supr_m,1,2016-03-04 00:00:00,19:48:33,9
29388,8547,3743,thai_ckn_l,1,2016-03-04 00:00:00,19H 52M 52S,9
43736,8549,3744,four_cheese_l,1,2016-03-04 00:00:00,20:14:27,9
43737,8548,3744,big_meat_s,1,2016-03-04 00:00:00,20:14:27,9
28622,8550,3745,bbq_ckn_m,1,2016-03-04 00:00:00,20:30:11,9
28623,8551,3745,cali_ckn_m,1,2016-03-04 00:00:00,20:30:11,9
20091,8553,3746,spinach_supr_l,1,2016-03-04 00:00:00,20:45 PM,9
20090,8552,3746,napolitana_s,1,2016-03-04 00:00:00,20:45 PM,9
27701,8555,3747,ckn_alfredo_m,1,2016-03-04 00:00:00,20H 48M 13S,9
27700,8554,3747,bbq_ckn_m,1,2016-03-04 00:00:00,20H 48M 13S,9
23433,8558,3748,mediterraneo_s,1,2016-03-04 00:00:00,20:59 PM,9
23431,8556,3748,bbq_ckn_l,1,2016-03-04 00:00:00,20:59 PM,9
23432,8557,3748,cali_ckn_l,1,2016-03-04 00:00:00,20:59 PM,9
28423,8559,3749,classic_dlx_l,1,2016-03-04 00:00:00,21:02 PM,9
28425,8562,3749,pep_msh_pep_m,1,2016-03-04 00:00:00,21:02 PM,9
28422,8561,3749,ital_veggie_m,1,2016-03-04 00:00:00,21:02 PM,9
28424,8560,3749,hawaiian_l,1,2016-03-04 00:00:00,21:02 PM,9
15382,8563,3750,southw_ckn_m,1,2016-03-05 00:00:00,11:46 AM,9
24144,8564,3751,ital_supr_m,1,2016-03-05 00:00:00,11:47:34,9
24145,8565,3751,ital_supr_m,1,2016-03-05 00:00:00,11:47:34,9
24143,8566,3751,pepperoni_l,1,2016-03-05 00:00:00,11:47:34,9
24142,8567,3751,spicy_ital_l,1,2016-03-05 00:00:00,11:47:34,9
46921,8568,3752,four_cheese_l,1,2016-03-05 00:00:00,11H 49M 36S,9
1457,8571,3753,spicy_ital_l,1,2016-03-05 00:00:00,12H 01M 47S,9
1455,8569,3753,five_cheese_l,1,2016-03-05 00:00:00,12H 01M 47S,9
1456,8570,3753,hawaiian_l,1,2016-03-05 00:00:00,12H 01M 47S,9
47920,8572,3754,hawaiian_s,1,2016-03-05 00:00:00,12H 01M 47S,9
39799,8573,3755,bbq_ckn_l,1,2016-03-05 00:00:00,12H 20M 34S,9
40389,8577,3756,bbq_ckn_l,1,2016-03-05 00:00:00,12:30 PM,9
40388,8574,3756,bbq_ckn_l,1,2016-03-05 00:00:00,12:30 PM,9
40387,8576,3756,classic_dlx_s,1,2016-03-05 00:00:00,12:30 PM,9
40390,8575,3756,calabrese_l,1,2016-03-05 00:00:00,12:30 PM,9
48262,8578,3757,cali_ckn_m,1,2016-03-05 00:00:00,12:33:09,9
44711,8579,3758,ital_cpcllo_l,1,2016-03-05 00:00:00,12:34 PM,9
45973,8580,3759,thai_ckn_l,1,2016-03-05 00:00:00,12:44:29,9
46701,8581,3760,bbq_ckn_s,1,2016-03-05 00:00:00,12:49:45,9
47820,8582,3761,bbq_ckn_s,1,2016-03-05 00:00:00,00:00 AM,9
48004,8583,3762,hawaiian_l,1,2016-03-05 00:00:00,13:03 PM,9
37899,8584,3763,five_cheese_l,1,2016-03-05 00:00:00,13:06:49,9
42131,8586,3764,prsc_argla_m,1,2016-03-05 00:00:00,13:06:49,9
42132,8585,3764,classic_dlx_s,1,2016-03-05 00:00:00,13:06:49,9
12117,8591,3765,classic_dlx_s,1,2016-05-03 13:21:27,00H 00M 00S,18
12115,8589,3765,classic_dlx_s,1,2016-05-03 13:21:27,00H 00M 00S,18
12114,8588,3765,pep_msh_pep_l,1,2016-05-03 13:21:27,00H 00M 00S,18
12113,8590,3765,the_greek_xl,1,2016-05-03 13:21:27,00H 00M 00S,18
12116,8587,3765,cali_ckn_l,2,2016-05-03 13:21:27,00H 00M 00S,18
30723,8592,3766,cali_ckn_l,1,2016-05-03 13:21:27,13H 23M 49S,18
40373,8593,3767,classic_dlx_m,1,2016-03-05 00:00:00,13H 26M 19S,9
40374,8594,3767,ital_veggie_l,1,2016-03-05 00:00:00,13H 26M 19S,9
32593,8595,3768,thai_ckn_l,1,2016-03-05 00:00:00,13H 27M 04S,9
29941,8597,3769,veggie_veg_m,1,2016-03-05 00:00:00,13H 28M 39S,9
29942,8596,3769,ital_veggie_l,1,2016-03-05 00:00:00,13H 28M 39S,9
42819,8598,3770,mediterraneo_l,1,2016-03-05 00:00:00,13H 28M 39S,9
32347,8599,3771,five_cheese_l,1,2016-03-05 00:00:00,13:35 PM,9
32348,8600,3771,mediterraneo_m,1,2016-03-05 00:00:00,13:35 PM,9
45920,8601,3772,prsc_argla_s,1,2016-03-05 00:00:00,13:38 PM,9
21248,8602,3773,ital_cpcllo_l,1,2016-03-05 00:00:00,13H 41M 31S,9
21249,8603,3773,napolitana_s,1,2016-03-05 00:00:00,13H 41M 31S,9
21247,8604,3773,spicy_ital_m,1,2016-03-05 00:00:00,13H 41M 31S,9
7485,8614,3774,veggie_veg_m,1,2016-03-05 00:00:00,13:47:15,9
7493,8607,3774,four_cheese_l,1,2016-03-05 00:00:00,13:47:15,9
7487,8608,3774,four_cheese_l,1,2016-03-05 00:00:00,13:47:15,9
7488,8610,3774,pep_msh_pep_l,1,2016-03-05 00:00:00,13:47:15,9
7492,8612,3774,soppressata_l,1,2016-03-05 00:00:00,13:47:15,9
7489,8605,3774,classic_dlx_m,1,2016-03-05 00:00:00,13:47:15,9
7490,8613,3774,spinach_supr_l,1,2016-03-05 00:00:00,13:47:15,9
7491,8606,3774,five_cheese_l,1,2016-03-05 00:00:00,13:47:15,9
7486,8609,3774,ital_supr_s,1,2016-03-05 00:00:00,13:47:15,9
7494,8611,3774,sicilian_s,1,2016-03-05 00:00:00,13:47:15,9
45198,8615,3775,sicilian_s,1,2016-03-05 00:00:00,13:47:15,9
18776,8618,3776,napolitana_s,1,2016-03-05 00:00:00,13:47:15,9
18780,8620,3776,southw_ckn_l,1,2016-03-05 00:00:00,13:47:15,9
18779,8617,3776,hawaiian_l,1,2016-03-05 00:00:00,13:47:15,9
18778,8616,3776,hawaiian_l,1,2016-03-05 00:00:00,13:47:15,9
18777,8619,3776,peppr_salami_l,1,2016-03-05 00:00:00,13:47:15,9
34056,8621,3777,hawaiian_l,1,2016-03-05 00:00:00,14H 05M 21S,9
21866,8622,3778,hawaiian_l,1,2016-05-03 14:21:03,00:00:00,18
21865,8623,3778,pepperoni_m,1,2016-05-03 14:21:03,00:00:00,18
26644,8625,3779,mexicana_l,1,2016-03-05 00:00:00,00:00:00,9
26643,8624,3779,four_cheese_l,1,2016-03-05 00:00:00,00:00:00,9
33650,8626,3780,four_cheese_l,1,2016-03-05 00:00:00,14H 39M 18S,9
33647,8628,3780,peppr_salami_s,1,2016-03-05 00:00:00,14H 39M 18S,9
33648,8629,3780,spinach_supr_s,1,2016-03-05 00:00:00,14H 39M 18S,9
33649,8627,3780,ital_supr_m,1,2016-03-05 00:00:00,14H 39M 18S,9
34751,8630,3781,prsc_argla_m,1,2016-05-03 15:25:06,00H 00M 00S,18
19130,8633,3782,spicy_ital_l,1,2016-03-05 00:00:00,15H 29M 44S,9
19129,8631,3782,pepperoni_m,1,2016-03-05 00:00:00,15H 29M 44S,9
19128,8632,3782,pepperoni_m,1,2016-03-05 00:00:00,15H 29M 44S,9
19127,8634,3782,the_greek_xl,1,2016-03-05 00:00:00,15H 29M 44S,9
30322,8636,3783,hawaiian_l,1,2016-03-05 00:00:00,15:31:22,9
30323,8635,3783,green_garden_s,1,2016-03-05 00:00:00,15:31:22,9
30325,8638,3783,green_garden_s,1,2016-03-05 00:00:00,15:31:22,9
30324,8637,3783,southw_ckn_l,1,2016-03-05 00:00:00,15:31:22,9
47040,8639,3784,sicilian_m,1,2016-03-05 00:00:00,15:38 PM,9
29246,8640,3785,sicilian_m,1,2016-03-05 00:00:00,15:42 PM,9
45059,8641,3786,hawaiian_m,1,2016-03-05 00:00:00,00:00 AM,9
45058,8642,3786,peppr_salami_l,1,2016-03-05 00:00:00,00:00 AM,9
15896,8643,3787,calabrese_l,1,2016-03-05 00:00:00,15:57:10,9
15898,8645,3787,pepperoni_m,1,2016-03-05 00:00:00,15:57:10,9
15897,8644,3787,four_cheese_l,1,2016-03-05 00:00:00,15:57:10,9
47490,8647,3788,spin_pesto_m,1,2016-03-05 00:00:00,16H 07M 50S,9
47489,8646,3788,pep_msh_pep_s,1,2016-03-05 00:00:00,16H 07M 50S,9
31703,8648,3789,four_cheese_l,1,2016-03-05 00:00:00,16:12:54,9
31706,8649,3789,four_cheese_m,1,2016-03-05 00:00:00,16:12:54,9
31704,8651,3789,pep_msh_pep_s,1,2016-03-05 00:00:00,16:12:54,9
31705,8650,3789,ital_cpcllo_m,1,2016-03-05 00:00:00,16:12:54,9
5067,8652,3790,classic_dlx_s,1,2016-03-05 00:00:00,16:12 PM,9
42128,8653,3791,classic_dlx_s,1,2016-05-03 16:26:30,00H 00M 00S,18
24010,8655,3792,thai_ckn_l,1,2016-03-05 00:00:00,16H 39M 37S,9
24009,8654,3792,thai_ckn_l,1,2016-03-05 00:00:00,16H 39M 37S,9
32762,8659,3793,veggie_veg_m,1,2016-03-05 00:00:00,17H 04M 01S,9
32763,8658,3793,pep_msh_pep_m,1,2016-03-05 00:00:00,17H 04M 01S,9
32764,8657,3793,pep_msh_pep_m,1,2016-03-05 00:00:00,17H 04M 01S,9
32765,8656,3793,bbq_ckn_s,1,2016-03-05 00:00:00,17H 04M 01S,9
2665,8660,3794,thai_ckn_s,1,2016-03-05 00:00:00,17:09 PM,9
2664,8661,3794,the_greek_s,1,2016-03-05 00:00:00,17:09 PM,9
41990,8662,3795,big_meat_s,1,2016-03-05 00:00:00,17:09 PM,9
41991,8663,3795,spinach_fet_l,1,2016-03-05 00:00:00,17:09 PM,9
24166,8665,3796,southw_ckn_m,1,2016-03-05 00:00:00,17H 19M 11S,9
24167,8666,3796,thai_ckn_s,1,2016-03-05 00:00:00,17H 19M 11S,9
24165,8664,3796,cali_ckn_l,1,2016-03-05 00:00:00,17H 19M 11S,9
44656,8667,3797,southw_ckn_s,1,2016-05-03 17:23:32,00:00:00,18
8867,8668,3798,cali_ckn_l,1,2016-03-05 00:00:00,17H 24M 03S,9
8866,8670,3798,soppressata_l,1,2016-03-05 00:00:00,17H 24M 03S,9
8868,8669,3798,soppressata_l,1,2016-03-05 00:00:00,17H 24M 03S,9
8869,8671,3798,spin_pesto_s,1,2016-03-05 00:00:00,17H 24M 03S,9
15743,8672,3799,cali_ckn_m,1,2016-03-05 00:00:00,17H 25M 14S,9
15742,8673,3799,ckn_alfredo_m,1,2016-03-05 00:00:00,17H 25M 14S,9
15744,8674,3799,veggie_veg_s,1,2016-03-05 00:00:00,17H 25M 14S,9
29708,8678,3800,thai_ckn_m,1,2016-03-05 00:00:00,17H 25M 14S,9
29707,8675,3800,hawaiian_l,1,2016-03-05 00:00:00,17H 25M 14S,9
29706,8676,3800,mexicana_s,1,2016-03-05 00:00:00,17H 25M 14S,9
29709,8677,3800,soppressata_l,1,2016-03-05 00:00:00,17H 25M 14S,9
31218,8680,3801,ital_cpcllo_l,1,2016-03-05 00:00:00,17:51:47,9
31219,8681,3801,mexicana_l,1,2016-03-05 00:00:00,17:51:47,9
31220,8679,3801,big_meat_s,2,2016-03-05 00:00:00,17:51:47,9
28911,8682,3802,ital_supr_l,1,2016-03-05 00:00:00,00:00:00,9
28910,8683,3802,prsc_argla_l,1,2016-03-05 00:00:00,00:00:00,9
31758,8684,3803,hawaiian_l,1,2016-03-05 00:00:00,18:05:39,9
45032,8685,3804,hawaiian_l,1,2016-05-03 18:13:03,00H 00M 00S,18
46678,8686,3805,prsc_argla_s,1,2016-03-05 00:00:00,18H 21M 32S,9
33931,8688,3806,ital_supr_m,1,2016-03-05 00:00:00,18:30 PM,9
33932,8687,3806,ital_supr_m,1,2016-03-05 00:00:00,18:30 PM,9
31634,8691,3807,ital_supr_m,1,2016-03-05 00:00:00,18:35:58,9
31635,8689,3807,five_cheese_l,1,2016-03-05 00:00:00,18:35:58,9
31636,8690,3807,ital_cpcllo_l,1,2016-03-05 00:00:00,18:35:58,9
44809,8692,3808,bbq_ckn_m,1,2016-03-05 00:00:00,18:39 PM,9
21321,8696,3809,veggie_veg_s,1,2016-03-05 00:00:00,18:52 PM,9
21320,8693,3809,pepperoni_l,1,2016-03-05 00:00:00,18:52 PM,9
21319,8695,3809,the_greek_s,1,2016-03-05 00:00:00,18:52 PM,9
21318,8694,3809,the_greek_s,1,2016-03-05 00:00:00,18:52 PM,9
45978,8697,3810,spicy_ital_m,1,2016-03-05 00:00:00,18H 53M 34S,9
19577,8698,3811,soppressata_s,1,2016-05-03 19:33:05,00H 00M 00S,18
12335,8701,3812,thai_ckn_l,1,2016-03-05 00:00:00,20:58 PM,9
12334,8699,3812,pep_msh_pep_s,1,2016-03-05 00:00:00,20:58 PM,9
12336,8700,3812,southw_ckn_l,1,2016-03-05 00:00:00,20:58 PM,9
40019,8702,3813,veggie_veg_s,1,2016-05-03 21:01:23,20:58 PM,18
45455,8703,3814,veggie_veg_l,1,2016-03-06 00:00:00,11H 31M 55S,9
25968,8704,3815,soppressata_m,1,2016-03-06 00:00:00,11H 31M 57S,9
19052,8706,3816,prsc_argla_l,1,2016-03-06 00:00:00,12H 05M 44S,9
19053,8705,3816,prsc_argla_l,1,2016-03-06 00:00:00,12H 05M 44S,9
43068,8707,3817,classic_dlx_s,1,2016-03-06 00:00:00,12:13 PM,9
4801,8710,3818,spicy_ital_s,1,2016-03-06 00:00:00,12:19:00,9
4804,8708,3818,five_cheese_l,1,2016-03-06 00:00:00,12:19:00,9
4802,8711,3818,spinach_fet_s,1,2016-03-06 00:00:00,12:19:00,9
4803,8709,3818,mediterraneo_m,1,2016-03-06 00:00:00,12:19:00,9
46868,8712,3819,classic_dlx_m,1,2016-03-06 00:00:00,12:19:00,9
38611,8713,3820,spicy_ital_l,1,2016-03-06 00:00:00,12:27:51,9
15107,8719,3821,mexicana_m,1,2016-03-06 00:00:00,12H 29M 52S,9
15109,8720,3821,pepperoni_s,1,2016-03-06 00:00:00,12H 29M 52S,9
15108,8714,3821,big_meat_s,1,2016-03-06 00:00:00,12H 29M 52S,9
15102,8716,3821,classic_dlx_l,1,2016-03-06 00:00:00,12H 29M 52S,9
15103,8722,3821,spicy_ital_l,1,2016-03-06 00:00:00,12H 29M 52S,9
15106,8721,3821,prsc_argla_m,1,2016-03-06 00:00:00,12H 29M 52S,9
15105,8717,3821,four_cheese_l,1,2016-03-06 00:00:00,12H 29M 52S,9
15104,8718,3821,hawaiian_s,1,2016-03-06 00:00:00,12H 29M 52S,9
15110,8715,3821,ckn_alfredo_m,1,2016-03-06 00:00:00,12H 29M 52S,9
